# Tracking with TRACY# (Floquet space)
#
#  1   512 1.0E+00 1.0E+00 0.0E+00 0.0E+00 2.67533 1.34800
#    N     x^          px^          y^          py^          delta          cdt
#                                                                   [%]           [mm]
#
 177  1.0566103219417226e-04 -2.6953593665681846e-04 -1.8608596460436115e-03  9.0473784499409658e-04  0.0000000000000000e+00 -1.6336923453532537e-01
 178  2.9738547930136303e-04  1.3994652813908968e-04  1.8218060594644991e-03  9.5982628847042040e-04  0.0000000000000000e+00 -1.6829173752059393e-01
 179  4.1467114164036929e-05  1.0958755699121965e-04 -2.8397629535489003e-04 -1.9415163588877859e-03  0.0000000000000000e+00 -1.6822914905095801e-01
 180  1.7239587052316762e-04 -2.3560131577260142e-04 -1.6034809195259116e-03  1.3205687088005561e-03  0.0000000000000000e+00 -1.6476470968201554e-01
 181  2.2266389302807565e-04  1.3199994305764214e-04  1.9542714209415304e-03  4.6669626858378662e-04  0.0000000000000000e+00 -1.6967501530683091e-01
 182  4.4215392799187846e-05  8.6186588805800684e-05 -8.2157956189782895e-04 -1.8134392181930385e-03  0.0000000000000000e+00 -1.7255862027640542e-01
 183  2.0686337996909674e-04 -2.1560952717429631e-04 -1.2072667557779186e-03  1.6367309932565971e-03  0.0000000000000000e+00 -1.6713971632109009e-01
 184  2.0907333869872455e-04  1.1137794030602406e-04  1.9724875686419718e-03 -7.7072041454906304e-05  0.0000000000000000e+00 -1.7102740948978085e-01
 185  1.9841758145438487e-05  1.1241408560351180e-04 -1.2974273868164253e-03 -1.5605928304733320e-03  0.0000000000000000e+00 -1.7592402136322097e-01
 186  1.9819497296451034e-04 -2.3571541972408440e-04 -7.0547820241977500e-04  1.8416684520083876e-03  0.0000000000000000e+00 -1.7056890310600920e-01
 187  2.7846760153667373e-04  8.6830525635552168e-05  1.8899444097912848e-03 -6.1787696280434369e-04  0.0000000000000000e+00 -1.7277270048477605e-01
 188 -4.1193720530578809e-05  1.8190146863180095e-04 -1.6660664742824869e-03 -1.1937045548678943e-03  0.0000000000000000e+00 -1.7812250647619204e-01
 189  1.6380431739948623e-04 -2.9980496840750439e-04 -1.5054736818863817e-04  1.9316129226512970e-03  0.0000000000000000e+00 -1.7497454768758217e-01
 190  4.0239777567977126e-04  6.6274578596501842e-05  1.6980687988053199e-03 -1.0999224598296339e-03  0.0000000000000000e+00 -1.7513714615405090e-01
 191 -1.1945632424565172e-04  2.6661388429953357e-04 -1.8938290586245487e-03 -7.3416716906002106e-04  0.0000000000000000e+00 -1.7919526133853481e-01
 192  1.1987062834436665e-04 -3.7906139720632765e-04  4.0315694339068832e-04  1.8997528237885768e-03  0.0000000000000000e+00 -1.7998529642438515e-01
 193  5.2557269326278168e-04  4.7686503796244011e-05  1.3777939504268444e-03 -1.4809652162050958e-03  0.0000000000000000e+00 -1.7813822162275325e-01
 194 -1.7101429502306713e-04  3.4159177478335713e-04 -1.9682741913271285e-03 -2.0917079683984002e-04  0.0000000000000000e+00 -1.7968977577518877e-01
 195  5.8729686646671508e-05 -4.2981024772025575e-04  9.1118693106210906e-04  1.7287981264144457e-03  0.0000000000000000e+00 -1.8495915148114042e-01
 196  6.0412650539439579e-04  1.9047657565100223e-05  9.2440498811091295e-04 -1.7370734566690611e-03  0.0000000000000000e+00 -1.8153942700674500e-01
 197 -1.5313502611005391e-04  3.9936374904053117e-04 -1.8995008021701746e-03  3.4486492747123508e-04  0.0000000000000000e+00 -1.8060888540932402e-01
 198 -3.4518864520899927e-05 -4.2555969386535292e-04  1.3405578480139009e-03  1.4100706592500083e-03  0.0000000000000000e+00 -1.8929049212103727e-01
 199  6.2792823772896014e-04 -3.1057410276976547e-05  3.6660410774358231e-04 -1.8654814081975678e-03  0.0000000000000000e+00 -1.8506963038158847e-01
 200 -5.9696168561907520e-05  4.4075231301058618e-04 -1.7066094519432565e-03  8.7889619077544871e-04  0.0000000000000000e+00 -1.8275859321262525e-01
 201 -1.4814970793185374e-04 -3.7152286648189779e-04  1.6689574023536020e-03  9.6442994704182532e-04  0.0000000000000000e+00 -1.9247346092141676e-01
 202  6.0993293399616599e-04 -9.8117010184222575e-05 -2.3390160287268990e-04 -1.8763398864819669e-03  0.0000000000000000e+00 -1.8866987293751059e-01
 203  7.0676067182064232e-05  4.5730968946993317e-04 -1.4019386104645417e-03  1.3384241450576525e-03  0.0000000000000000e+00 -1.8621072149030096e-01
 204 -2.3848339915273040e-04 -2.8907207101819992e-04  1.8782682265541062e-03  4.3455780143829297e-04  0.0000000000000000e+00 -1.9412415200706284e-01
 205  5.5377564044728955e-04 -1.6252037906489404e-04 -8.0217223415167372e-04 -1.7667916419066086e-03  0.0000000000000000e+00 -1.9236431577189242e-01
 206  1.8915188582438228e-04  4.3279542985824040e-04 -9.9023534673775646e-04  1.6748717174744543e-03  0.0000000000000000e+00 -1.9048475847002844e-01
 207 -2.6106571798347725e-04 -1.9280215858387466e-04  1.9494024725751323e-03 -1.2936890457286923e-04  0.0000000000000000e+00 -1.9449002483005909e-01
 208  4.4946165115519320e-04 -2.0918955876509225e-04 -1.2749204710061001e-03 -1.5206861331855373e-03  0.0000000000000000e+00 -1.9605949832658562e-01
 209  2.7447921573143570e-04  3.6300136016618491e-04 -4.8333768384014914e-04  1.8627658005064879e-03  0.0000000000000000e+00 -1.9507749244190586e-01
 210 -2.0913969270951803e-04 -8.6558575024502102e-05  1.8672315565056944e-03 -6.7659310808540431e-04  0.0000000000000000e+00 -1.9462386813036781e-01
 211  3.0499986455468649e-04 -2.3753498743807802e-04 -1.6222524300576995e-03 -1.1391636377843387e-03  0.0000000000000000e+00 -1.9946748123439881e-01
 212  3.3532837987133765e-04  2.7046267645610610e-04  8.4574560290378689e-05  1.9106933858532985e-03  0.0000000000000000e+00 -1.9954108423413777e-01
 213 -1.1832536549811512e-04  1.9667694547947370e-05  1.6314341654531917e-03 -1.1630722950673007e-03  0.0000000000000000e+00 -1.9566127202610276e-01
 214  1.6306897932300967e-04 -2.5419320062995405e-04 -1.8473344442023632e-03 -6.5196123749487202e-04  0.0000000000000000e+00 -2.0218985733042399e-01
 215  3.7733313621528302e-04  1.9321140968411247e-04  6.5792590455837781e-04  1.8383880609435608e-03  0.0000000000000000e+00 -2.0346846240303523e-01
 216 -3.5317855993754944e-05  1.0055210979240371e-04  1.2613059452602873e-03 -1.5526071528607743e-03  0.0000000000000000e+00 -1.9805630556901654e-01
 217  7.8828367085502239e-05 -2.6322068023537778e-04 -1.9631487650320517e-03 -1.0801087292327262e-04  0.0000000000000000e+00 -2.0397968656390084e-01
 218  3.8397337751985670e-04  1.5560035827425194e-04  1.1722031567282614e-03  1.6509527354438317e-03  0.0000000000000000e+00 -2.0668757538979848e-01
 219  1.3733081964485950e-05  1.3032944587993586e-04  7.8960158758068985e-04 -1.8169499124590517e-03  0.0000000000000000e+00 -2.0167357853230822e-01
 220  7.8950098690934827e-05 -2.6094631458126259e-04 -1.9694177345072747e-03  4.3561419794240858e-04  0.0000000000000000e+00 -2.0501005787863458e-01
 221  3.3951633131598826e-04  1.5209869937902763e-04  1.5733868081112148e-03  1.3473519409893250e-03  0.0000000000000000e+00 -2.0917788407792284e-01
 222  3.3895108222585305e-05  1.0710646751112867e-04  2.5586239835249317e-04 -1.9447177848728799e-03  0.0000000000000000e+00 -2.0615548298032135e-01
 223  1.3945695134366293e-04 -2.4212291001435819e-04 -1.8485885484137929e-03  9.2941115878056649e-04  0.0000000000000000e+00 -2.0590897491329871e-01
 224  2.5907674226126239e-04  1.5882814213461462e-04  1.8351323348603267e-03  9.3664880840820214e-04  0.0000000000000000e+00 -2.1092785144571929e-01
 225  4.2192793170750771e-05  6.2297893037491805e-05 -2.9932387348180093e-04 -1.9402188054496636e-03  0.0000000000000000e+00 -2.1090083852983002e-01
 226  2.0827691696225856e-04 -2.1416787776429617e-04 -1.5844519437589080e-03  1.3409454344770701e-03  0.0000000000000000e+00 -2.0738944900597325e-01
 227  1.8915570621056105e-04  1.5604748389073063e-04  1.9606836391113129e-03  4.4030503826743853e-04  0.0000000000000000e+00 -2.1217474820962537e-01
 228  3.9106749721200223e-05  4.1143249883040952e-05 -8.3532981331930069e-04 -1.8072720043208440e-03  0.0000000000000000e+00 -2.1519638019828641e-01
 229  2.4298747322416248e-04 -2.0099725474603423e-04 -1.1821457129200053e-03  1.6504379378739914e-03  0.0000000000000000e+00 -2.0981044371892249e-01
 230  1.8220048286354980e-04  1.4018931971673804e-04  1.9700045246649331e-03 -1.0476507815484074e-04  0.0000000000000000e+00 -2.1344508809030494e-01
 231  7.5242928136273441e-06  7.0740092486790555e-05 -1.3073904078490274e-03 -1.5470723841567204e-03  0.0000000000000000e+00 -2.1854233232478068e-01
 232  2.3307706968521703e-04 -2.2782863111568504e-04 -6.7445972712578111e-04  1.8472246928463809e-03  0.0000000000000000e+00 -2.1322550123521922e-01
 233  2.5863355171444396e-04  1.1926991486581602e-04  1.8766290047064781e-03 -6.4528163984510067e-04  0.0000000000000000e+00 -2.1520247506155232e-01
 234 -6.0071630173804376e-05  1.4447982065224682e-04 -1.6714748426341164e-03 -1.1710168893917805e-03  0.0000000000000000e+00 -2.2071379770617258e-01
 235  1.9632789374470934e-04 -2.9745373446519497e-04 -1.1465836772145665e-04  1.9288308745782049e-03  0.0000000000000000e+00 -2.1756535657813736e-01
 236  3.8849763166286087e-04  9.9970342210862735e-05  1.6730069384249370e-03 -1.1254114303451035e-03  0.0000000000000000e+00 -2.1765708208324563e-01
 237 -1.4148624442052963e-04  2.3444006433126437e-04 -1.8947910508960743e-03 -7.0231976972165314e-04  0.0000000000000000e+00 -2.2173026167786297e-01
 238  1.4843539239188766e-04 -3.8058417673763012e-04  4.4095072313066555e-04  1.8884740769755247e-03  0.0000000000000000e+00 -2.2248477745426856e-01
 239  5.1608828853085822e-04  7.9503567746937477e-05  1.3414454374533122e-03 -1.5021754110457225e-03  0.0000000000000000e+00 -2.2076167933912708e-01
 240 -1.9160203825682281e-04  3.1598710633907670e-04 -1.9645015807466765e-03 -1.7039514882914860e-04  0.0000000000000000e+00 -2.2214643082202729e-01
 241  8.1318475359785710e-05 -4.3447899032670136e-04  9.4610355651683967e-04  1.7081461499631116e-03  0.0000000000000000e+00 -2.2738157923808966e-01
 242  5.9864426383497552e-04  4.6865508283463685e-05  8.7867590774237865e-04 -1.7512084597852042e-03  0.0000000000000000e+00 -2.2423553486386008e-01
 243 -1.6992885240217943e-04  3.8162093598850404e-04 -1.8895456305025851e-03  3.8617852110741133e-04  0.0000000000000000e+00 -2.2299924185510364e-01
 244 -1.8279631215942476e-05 -4.3453579776183700e-04  1.3681230754343384e-03  1.3800400276914406e-03  0.0000000000000000e+00 -2.3168547724007493e-01
 245  6.2770595602913855e-04 -6.5099866867029862e-06  3.1521966862868437e-04 -1.8708752395603485e-03  0.0000000000000000e+00 -2.2780626669032905e-01
 246 -7.4993963891392381e-05  4.3105926301596574e-04 -1.6883010351656262e-03  9.1755770111108699e-04  0.0000000000000000e+00 -2.2511883324914150e-01
 247 -1.3526991787356872e-04 -3.8694930044427312e-04  1.6872712726148263e-03  9.2713818348698427e-04  0.0000000000000000e+00 -2.3489037388151052e-01
 248  6.1581119114357966e-04 -7.3205764276439202e-05 -2.8586154699680180e-04 -1.8725478171148658e-03  0.0000000000000000e+00 -2.3141324203328792e-01
 249  5.1987969388795319e-05  4.5402565963336924e-04 -1.3741386103169014e-03  1.3701677303889022e-03  0.0000000000000000e+00 -2.2857863274930701e-01
 250 -2.2400692101871912e-04 -3.1223471481328023e-04  1.8882606734429157e-03  3.9385751799853670e-04  0.0000000000000000e+00 -2.3660205026291556e-01
 251  5.6427216876444924e-04 -1.3345826482263909e-04 -8.4958992885727884e-04 -1.7537251320077661e-03  0.0000000000000000e+00 -2.3507746503225649e-01
 252  1.6372695879717151e-04  4.3311206118878552e-04 -9.5452634123855448e-04  1.6972049261356002e-03  0.0000000000000000e+00 -2.3290528643986613e-01
 253 -2.4200040411931933e-04 -2.2317015559365877e-04  1.9533876483592135e-03 -1.6856918888640465e-04  0.0000000000000000e+00 -2.3706121219088330e-01
 254  4.6252141933095134e-04 -1.7506201831404242e-04 -1.3139239519215353e-03 -1.4996244503236546e-03  0.0000000000000000e+00 -2.3870442347759088e-01
 255  2.4253973182906873e-04  3.6471614381386621e-04 -4.4413764967573047e-04  1.8755089392301165e-03  0.0000000000000000e+00 -2.3759711475922252e-01
 256 -1.8713512678010741e-04 -1.2253054170382674e-04  1.8668951284624012e-03 -7.0983050622195037e-04  0.0000000000000000e+00 -2.3728616711643785e-01
 257  3.2052244417091902e-04 -2.0046376804395692e-04 -1.6506494097732361e-03 -1.1129259183952397e-03  0.0000000000000000e+00 -2.4199985098871735e-01
 258  2.9914100686206273e-04  2.7341134018010749e-04  1.2220577550883820e-04  1.9148569591839093e-03  0.0000000000000000e+00 -2.4216995816080053e-01
 259 -9.7751371212423586e-05 -2.0568077826126891e-05  1.6269891731031353e-03 -1.1877565125623345e-03  0.0000000000000000e+00 -2.3836883689278718e-01
 260  1.8260192633657717e-04 -2.1732716302161361e-04 -1.8641097159835696e-03 -6.2312484177823139e-04  0.0000000000000000e+00 -2.4459782498685675e-01
 261  3.3872309436302117e-04  1.9879392006408623e-04  6.9065592037949916e-04  1.8341949681939711e-03  0.0000000000000000e+00 -2.4616890549324230e-01
 262 -1.9708638199819633e-05  5.6859760177358655e-05  1.2521517526655915e-03 -1.5682102696949784e-03  0.0000000000000000e+00 -2.4075475148628803e-01
 263  1.0381991843264868e-04 -2.2888735908922130e-04 -1.9683912981528348e-03 -7.8319184291127274e-05  0.0000000000000000e+00 -2.4631990037142926e-01
 264  3.4401911251857132e-04  1.6537024576685221e-04  1.1987486176812385e-03  1.6382670434755165e-03  0.0000000000000000e+00 -2.4938945931872167e-01
 265  2.3363009169288064e-05  8.4027890624992118e-05  7.7571911045639893e-04 -1.8247848210087058e-03  0.0000000000000000e+00 -2.4433278857899679e-01
 266  1.0945051813214754e-04 -2.3039988643807014e-04 -1.9643136840340474e-03  4.6457654222751069e-04  0.0000000000000000e+00 -2.4737373871533083e-01
 267  2.9967503044217082e-04  1.6699684121388112e-04  1.5936021561153576e-03  1.3271282064052793e-03  0.0000000000000000e+00 -2.5180472119064401e-01
 268  3.8321967894265578e-05  5.9544427695862062e-05  2.3870392654497117e-04 -1.9470273584957746e-03  0.0000000000000000e+00 -2.4877114511251891e-01
 269  1.7409624358817976e-04 -2.1637239753208656e-04 -1.8348502608351634e-03  9.5570717159323905e-04  0.0000000000000000e+00 -2.4836266920825892e-01
 270  2.2156612990306492e-04  1.7911032933939856e-04  1.8487313607016928e-03  9.1088358806178690e-04  0.0000000000000000e+00 -2.5342964408489099e-01
 271  4.1813946093308250e-05  1.5185329700922740e-05 -3.1712193207653820e-04 -1.9381295011027734e-03  0.0000000000000000e+00 -2.5348463568633656e-01
 272  2.4501731595753991e-04 -1.9428813032009286e-04 -1.5634865002645386e-03  1.3622214426144408e-03  0.0000000000000000e+00 -2.4994216234123703e-01
 273  1.5645142655100464e-04  1.8146244110457983e-04  1.9664715764491107e-03  4.1125749684198015e-04  0.0000000000000000e+00 -2.5455390669195505e-01
 274  3.2826927768947429e-05 -3.8844253644795254e-06 -8.5083477295877681e-04 -1.7995736258993346e-03  0.0000000000000000e+00 -2.5776477972297313e-01
 275  2.7979642421657985e-04 -1.8763967482672290e-04 -1.1545570253086595e-03  1.6643713708863338e-03  0.0000000000000000e+00 -2.5241773825395203e-01
 276  1.5614496983691386e-04  1.7016835449660942e-04  1.9660980611055242e-03 -1.3501269587607600e-04  0.0000000000000000e+00 -2.5576212103704293e-01
 277 -5.8759512074842342e-06  2.9002931907965737e-05 -1.3184757191519727e-03 -1.5313467100629568e-03  0.0000000000000000e+00 -2.6110288029288409e-01
 278  2.6851474388865377e-04 -2.2068262116675151e-04 -6.4059668770973584e-04  1.8524871205311409e-03  0.0000000000000000e+00 -2.5582153572050786e-01
 279  2.3941495711348577e-04  1.5259838267924923e-04  1.8612833379620570e-03 -6.7491654358545000e-04  0.0000000000000000e+00 -2.5755182705346891e-01
 280 -7.9662744061958853e-05  1.0684864941758522e-04 -1.6774815418047909e-03 -1.1457076803381460e-03  0.0000000000000000e+00 -2.6325087374439698e-01
 281  2.2933047125279455e-04 -2.9511829643323069e-04 -7.5892728330095952e-05  1.9253171423597531e-03  0.0000000000000000e+00 -2.6009286351857169e-01
 282  3.7469001942350448e-04  1.3418497225415468e-04  1.6454903515379495e-03 -1.1525456655208410e-03  0.0000000000000000e+00 -2.6010833695119606e-01
 283 -1.6354048462993037e-04  2.0180217467284488e-04 -1.8958698689062578e-03 -6.6775269345190752e-04  0.0000000000000000e+00 -2.6420759225251600e-01
 284  1.7727702627983114e-04 -3.8130876733459562e-04  4.8125085142374218e-04  1.8758912270130173e-03  0.0000000000000000e+00 -2.6491404415809827e-01
 285  5.0598774171695994e-04  1.1139474669493535e-04  1.3023517266641960e-03 -1.5242082359333197e-03  0.0000000000000000e+00 -2.6331692457574241e-01
 286 -2.1138587163780951e-04  2.8965193160137366e-04 -1.9603317661091770e-03 -1.2912685186536847e-04  0.0000000000000000e+00 -2.6453983450458857e-01
 287  1.0385959381561393e-04 -4.3770189082651567e-04  9.8286851519052351e-04  1.6854974357521898e-03  0.0000000000000000e+00 -2.6972549584567246e-01
 288  5.9196878243789920e-04  7.4353857273953226e-05  8.3010936800073979e-04 -1.7653080347582021e-03  0.0000000000000000e+00 -2.6685831997664766e-01
 289 -1.8536470284730283e-04  3.6293912414434476e-04 -1.8786277559270099e-03  4.2947440981229017e-04  0.0000000000000000e+00 -2.6532319622166067e-01
 290 -2.2208716940361838e-06 -4.4174132934258836e-04  1.3968682171956882e-03  1.3475047408647055e-03  0.0000000000000000e+00 -2.7399227640234680e-01
 291  6.2600260179241903e-04  1.7509810757040481e-05  2.6124505688334890e-04 -1.8755996657071235e-03  0.0000000000000000e+00 -2.7046374126131217e-01
 292 -8.8872211224520756e-05  4.2019870105839763e-04 -1.6685094762632822e-03  9.5754925597261683e-04  0.0000000000000000e+00 -2.6741137604600995e-01
 293 -1.2229631967094082e-04 -4.0052200890264441e-04  1.7062532875776058e-03  8.8720368648600903e-04  0.0000000000000000e+00 -2.7720629430328553e-01
 294  6.2003461218179201e-04 -4.8828779470282638e-05 -3.3980215375463619e-04 -1.8676497678600079e-03  0.0000000000000000e+00 -2.7407242134213655e-01
 295  3.4536163670282191e-05  4.4928531158548572e-04 -1.3445382472166028e-03  1.4025490161140573e-03  0.0000000000000000e+00 -2.7087715950146768e-01
 296 -2.0897810038682379e-04 -3.3355403292791551e-04  1.8984868973248373e-03  3.5077080437809964e-04  0.0000000000000000e+00 -2.7896599249377735e-01
 297  5.7298745444817978e-04 -1.0499595428420752e-04 -8.9812388403098006e-04 -1.7392327453511580e-03  0.0000000000000000e+00 -2.7770376706872235e-01
 298  1.3946398567922489e-04  4.3180986820546662e-04 -9.1697286022362416e-04  1.7195417751787250e-03  0.0000000000000000e+00 -2.7525496482183531e-01
 299 -2.2223942332518943e-04 -2.5175082629452425e-04  1.9570527943592129e-03 -2.0959723501375678e-04  0.0000000000000000e+00 -2.7950972188709799e-01
 300  4.7394392553335899e-04 -1.4179745019460448e-04 -1.3531402449462734e-03 -1.4769768090500746e-03  0.0000000000000000e+00 -2.8126069629761569e-01
 301  2.1188570425547166e-04  3.6508397330092042e-04 -4.0325212691591755e-04  1.8877777462924859e-03  0.0000000000000000e+00 -2.8004290725426256e-01
 302 -1.6481144106539751e-04 -1.5686837703236182e-04  1.8655163754176616e-03 -7.4426208736063130e-04  0.0000000000000000e+00 -2.7982420472654063e-01
 303  3.3492793851756141e-04 -1.6463459493378416e-04 -1.6785074481238992e-03 -1.0850337285771112e-03  0.0000000000000000e+00 -2.8444381568976629e-01
 304  2.6436679992269848e-04  2.7579102886451603e-04  1.6131065517922984e-04  1.9181269578227046e-03  0.0000000000000000e+00 -2.8471877184852767e-01
 305 -7.7522773328404860e-05 -5.9430502701995731e-05  1.6207945757451491e-03 -1.2130832208637845e-03  0.0000000000000000e+00 -2.8095852879968586e-01
 306  2.0177810942782211e-04 -1.8209862512329273e-04 -1.8798792251789995e-03 -5.9262409090384612e-04  0.0000000000000000e+00 -2.8692587662381097e-01
 307  3.0151859901744510e-04  2.0483571970288710e-04  7.2463100514842465e-04  1.8286854622286317e-03  0.0000000000000000e+00 -2.8878289317720784e-01
 308 -5.1145234697115011e-06  1.4220826867227729e-05  1.2408017952939435e-03 -1.5840396444904514e-03  0.0000000000000000e+00 -2.8334886513655100e-01
 309  1.2923834025392608e-04 -1.9655480605785817e-04 -1.9725014866009026e-03 -4.7120779278669578e-05  0.0000000000000000e+00 -2.8859733524262043e-01
 310  3.0539297849117159e-04  1.7654237243268535e-04  1.2262407973784811e-03  1.6239679672107818e-03  0.0000000000000000e+00 -2.9200218835350145e-01
 311  3.1496522840407468e-05  3.8442107861953502e-05  7.5963799716441383e-04 -1.8325723344492762e-03  0.0000000000000000e+00 -2.8690741420691324e-01
 312  1.4093568330395643e-04 -2.0215032572135951e-04 -1.9581719357071835e-03  4.9464921138200576e-04  0.0000000000000000e+00 -2.8969391972312786e-01
 313  2.6113617039399712e-04  1.8390155448288367e-04  1.6143267538355926e-03  1.3052260089029915e-03  0.0000000000000000e+00 -2.9434426571700018e-01
 314  4.1009795136457660e-05  1.2396903535215101e-05  2.1979036710593217e-04 -1.9490600197178507e-03  0.0000000000000000e+00 -2.9132611618474086e-01
 315  2.0990532403342911e-04 -1.9306766460326543e-04 -1.8201661240731045e-03  9.8254503542700099e-04  0.0000000000000000e+00 -2.9078805073737946e-01
 316  1.8539594047187980e-04  2.0156529726069028e-04  1.8622175683495608e-03  8.8355688819346883e-04  0.0000000000000000e+00 -2.9585091011808778e-01
 317  3.9623899437228178e-05 -3.1713737893075973e-05 -3.3599354205360489e-04 -1.9354159216388672e-03  0.0000000000000000e+00 -2.9603181472868917e-01
 318  2.8279942751164514e-04 -1.7674125831329109e-04 -1.5415061865555006e-03  1.3834443541383889e-03  0.0000000000000000e+00 -2.9247570966225872e-01
 319  1.2509978448361491e-04  2.0886243361838480e-04  1.9714270976059641e-03  3.8084490761364936e-04  0.0000000000000000e+00 -2.9686675833108728e-01
 320  2.4807202498540693e-05 -4.8785777224216621e-05 -8.6677707079240828e-04 -1.7907813478476853e-03  0.0000000000000000e+00 -3.0031657591532812e-01
 321  3.1740831416176825e-04 -1.7619317690882540e-04 -1.1257565222206579e-03  1.6777900787120709e-03  0.0000000000000000e+00 -2.9500989833830132e-01
 322  1.3131024062837033e-04  2.0176482014681440e-04  1.9607455597683062e-03 -1.6639851601933119e-04  0.0000000000000000e+00 -2.9803420279933529e-01
 323 -2.0725984481916784e-05 -1.2648692395173053e-05 -1.3295980805163501e-03 -1.5141408433034661e-03  0.0000000000000000e+00 -3.0365996430312975e-01
 324  3.0457626955470563e-04 -2.1476629579326412e-04 -6.0539495912053222e-04  1.8570052675731035e-03  0.0000000000000000e+00 -2.9840223264010740e-01
 325  2.2105584273348253e-04  1.8709389919828752e-04  1.8441503131751266e-03 -7.0540584425780580e-04  0.0000000000000000e+00 -2.9987734623763451e-01
 326 -1.0013808463600909e-04  6.9215711384333867e-05 -1.6833572848773608e-03 -1.1187992207381434e-03  0.0000000000000000e+00 -3.0578947305584447e-01
 327  2.6280873417631242e-04 -2.9319244295478397e-04 -3.5910213775889724e-05  1.9209523166482864e-03  0.0000000000000000e+00 -3.0260168404488069e-01
 328  3.6118002168162384e-04  1.6906089942722046e-04  1.6161307522365716e-03 -1.1801203628238434e-03  0.0000000000000000e+00 -3.0254739529413416e-01
 329 -1.8571947709633132e-04  1.6900416101263318e-04 -1.8967258711742215e-03 -6.3176811254816610e-04  0.0000000000000000e+00 -3.0668438170677942e-01
 330  2.0634898299944058e-04 -3.8169713130246382e-04  5.2234829000571666e-04  1.8622547608261072e-03  0.0000000000000000e+00 -3.0732048995619232e-01
 331  4.9559967985399287e-04  1.4345757497303781e-04  1.2615525965185049e-03 -1.5461171619461989e-03  0.0000000000000000e+00 -3.0586079614417888e-01
 332 -2.3061108170536885e-04  2.6299889792086415e-04 -1.9557665877735788e-03 -8.6888834142647030e-05  0.0000000000000000e+00 -3.0692771701612415e-01
 333  1.2636213766507198e-04 -4.4015608305865379e-04  1.0198581869185488e-03  1.6615327339871342e-03  0.0000000000000000e+00 -3.1204381015162747e-01
 334  5.8465121690754395e-04  1.0168429613025711e-04  7.8014343030676566e-04 -1.7787474897090609e-03  0.0000000000000000e+00 -3.0946605113784298e-01
 335 -1.9999891766882128e-04  3.4381615264797682e-04 -1.8670155163437287e-03  4.7314878461538742e-04  0.0000000000000000e+00 -3.0763756675103970e-01
 336  1.3783964037216304e-05 -4.4808989207857115e-04  1.4254050482351353e-03  1.3135710079479766e-03  0.0000000000000000e+00 -3.1627023930391884e-01
 337  6.2355886699482009e-04  4.1322661615862989e-05  2.0636392034270023e-04 -1.8793601959410412e-03  0.0000000000000000e+00 -3.1310095019442397e-01
 338 -1.0215200871038638e-04  4.0874100599946255e-04 -1.6477453931738753e-03  9.9738455878438381e-04  0.0000000000000000e+00 -3.0969133504008955e-01
 339 -1.0906662703892212e-04 -4.1330812762069627e-04  1.7248757974113861e-03  8.4605503839159748e-04  0.0000000000000000e+00 -3.1948754061657930e-01
 340  6.2345843409646691e-04 -2.4553984426748364e-05 -3.9402914841971549e-04 -1.8616745518804578e-03  0.0000000000000000e+00 -3.1670541838310912e-01
 341  1.7428941554100732e-05  4.4376424446878536e-04 -1.3139249893295395e-03  1.4343855436476270e-03  0.0000000000000000e+00 -3.1316075877358263e-01
 342 -1.9337954115578577e-04 -3.5415898485210664e-04  1.9083765934394523e-03  3.0691437480591258e-04  0.0000000000000000e+00 -3.2128866507462889e-01
 343  5.8089048212286174e-04 -7.6691294449248839e-05 -9.4629486534553381e-04 -1.7237274071883989e-03  0.0000000000000000e+00 -3.2029969790276247e-01
 344  1.1555691862846499e-04  4.2970313850346995e-04 -8.7867503830092134e-04  1.7411274301064664e-03  0.0000000000000000e+00 -3.1758894085550443e-01
 345 -2.0203223869706986e-04 -2.7968280734268479e-04  1.9603424609181933e-03 -2.5079907645256651e-04  0.0000000000000000e+00 -3.2191088073872964e-01
 346  4.8481692651302190e-04 -1.0902206670634256e-04 -1.3914329448358057e-03 -1.4535798438776700e-03  0.0000000000000000e+00 -3.2378389724120071e-01
 347  1.8182425644884407e-04  3.6501956305320124e-04 -3.6204833918950890e-04  1.8992363844578027e-03  0.0000000000000000e+00 -3.2247114520781139e-01
 348 -1.4263647435254918e-04 -1.9067374387679581e-04  1.8635565500141013e-03 -7.7834345001044191e-04  0.0000000000000000e+00 -3.2231092410385692e-01
 349  3.4932325062066427e-04 -1.2978350019484283e-04 -1.7050380600128925e-03 -1.0566840323412211e-03  0.0000000000000000e+00 -3.2685642098548934e-01
 350  2.3040433674578550e-04  2.7849876254018037e-04  2.0040063514572886e-04  1.9204923664367217e-03  0.0000000000000000e+00 -3.2724550675096697e-01
 351 -5.8180717616569651e-05 -9.7904807607066105e-05  1.6137651228854881e-03 -1.2377398344618569e-03  0.0000000000000000e+00 -3.2349819408518243e-01
 352  2.2155275001345325e-04 -1.4835884989821923e-04 -1.8941675164936449e-03 -5.6188785482934019e-04  0.0000000000000000e+00 -3.2923479518225113e-01
 353  2.6525011806315980e-04  2.1210150288934268e-04  7.5843648733822015e-04  1.8221386699948904e-03  0.0000000000000000e+00 -3.3137024798702808e-01
 354  7.9841827373279281e-06 -2.8153003064349541e-05  1.2285311901748365e-03 -1.5991241610948915e-03  0.0000000000000000e+00 -3.2590174682805439e-01
